tokens,token_n,N_1,new
soothing,27735,27735,0
savage,27736,27736,1
had,27737,27737,1
redeemed,27738,27738,0
it,27739,27739,1
.,27740,27740,1
There,27741,27741,1
he,27742,27742,1
sat,27743,27743,1
",",27744,27744,1
his,27745,27745,1
very,27746,27746,1
indifference,27747,27747,1
speaking,27748,27748,1
a,27749,27749,1
nature,27750,27750,1
in,27751,27751,1
which,27752,27752,1
there,27753,27753,1
lurked,27754,27754,0
no,27755,27755,1
civilized,27756,27756,1
hypocrisies,27757,27757,0
and,27758,27758,1
bland,27759,27759,0
deceits,27760,27760,0
.,27761,27761,1
Wild,27762,27762,0
he,27763,27763,1
was,27764,27764,1
;,27765,27765,1
a,27766,27766,1
very,27767,27767,1
sight,27768,27768,1
of,27769,27769,1
sights,27770,27770,1
to,27771,27771,1
see,27772,27772,1
;,27773,27773,1
yet,27774,27774,1
I,27775,27775,1
began,27776,27776,1
to,27777,27777,1
feel,27778,27778,1
myself,27779,27779,1
mysteriously,27780,27780,0
drawn,27781,27781,1
towards,27782,27782,1
him,27783,27783,1
.,27784,27784,1
And,27785,27785,1
those,27786,27786,1
same,27787,27787,1
things,27788,27788,1
that,27789,27789,1
would,27790,27790,1
have,27791,27791,1
repelled,27792,27792,0
most,27793,27793,1
others,27794,27794,1
",",27795,27795,1
they,27796,27796,1
were,27797,27797,1
the,27798,27798,1
very,27799,27799,1
magnets,27800,27800,0
that,27801,27801,1
thus,27802,27802,1
drew,27803,27803,1
me,27804,27804,1
.,27805,27805,1
I,27806,27806,1
’,27807,27807,1
ll,27808,27808,1
try,27809,27809,1
a,27810,27810,1
pagan,27811,27811,1
friend,27812,27812,0
",",27813,27813,1
thought,27814,27814,1
I,27815,27815,1
",",27816,27816,1
since,27817,27817,1
Christian,27818,27818,1
kindness,27819,27819,0
has,27820,27820,1
proved,27821,27821,1
but,27822,27822,1
hollow,27823,27823,1
courtesy,27824,27824,0
.,27825,27825,1
I,27826,27826,1
drew,27827,27827,1
my,27828,27828,1
bench,27829,27829,1
near,27830,27830,1
him,27831,27831,1
",",27832,27832,1
and,27833,27833,1
made,27834,27834,1
some,27835,27835,1
friendly,27836,27836,1
signs,27837,27837,1
and,27838,27838,1
hints,27839,27839,0
",",27840,27840,1
doing,27841,27841,1
my,27842,27842,1
best,27843,27843,1
to,27844,27844,1
talk,27845,27845,1
with,27846,27846,1
him,27847,27847,1
meanwhile,27848,27848,1
.,27849,27849,1
At,27850,27850,1
first,27851,27851,1
he,27852,27852,1
little,27853,27853,1
noticed,27854,27854,1
these,27855,27855,1
advances,27856,27856,1
;,27857,27857,1
but,27858,27858,1
presently,27859,27859,1
",",27860,27860,1
upon,27861,27861,1
my,27862,27862,1
referring,27863,27863,1
to,27864,27864,1
his,27865,27865,1
last,27866,27866,1
night,27867,27867,1
’,27868,27868,1
s,27869,27869,1
hospitalities,27870,27870,0
",",27871,27871,1
he,27872,27872,1
made,27873,27873,1
out,27874,27874,1
to,27875,27875,1
ask,27876,27876,1
me,27877,27877,1
whether,27878,27878,1
we,27879,27879,1
were,27880,27880,1
again,27881,27881,1
to,27882,27882,1
be,27883,27883,1
bedfellows,27884,27884,1
.,27885,27885,1
I,27886,27886,1
told,27887,27887,1
him,27888,27888,1
yes,27889,27889,0
;,27890,27890,1
whereat,27891,27891,0
I,27892,27892,1
thought,27893,27893,1
he,27894,27894,1
looked,27895,27895,1
pleased,27896,27896,1
",",27897,27897,1
perhaps,27898,27898,1
a,27899,27899,1
little,27900,27900,1
complimented,27901,27901,0
.,27902,27902,1
We,27903,27903,1
then,27904,27904,1
turned,27905,27905,1
over,27906,27906,1
the,27907,27907,1
book,27908,27908,1
together,27909,27909,1
",",27910,27910,1
and,27911,27911,1
I,27912,27912,1
endeavored,27913,27913,1
to,27914,27914,1
explain,27915,27915,1
to,27916,27916,1
him,27917,27917,1
the,27918,27918,1
purpose,27919,27919,1
of,27920,27920,1
the,27921,27921,1
printing,27922,27922,0
",",27923,27923,1
and,27924,27924,1
the,27925,27925,1
meaning,27926,27926,1
of,27927,27927,1
the,27928,27928,1
few,27929,27929,1
pictures,27930,27930,0
that,27931,27931,1
were,27932,27932,1
in,27933,27933,1
it,27934,27934,1
.,27935,27935,1
Thus,27936,27936,1
I,27937,27937,1
soon,27938,27938,1
engaged,27939,27939,1
his,27940,27940,1
interest,27941,27941,1
;,27942,27942,1
and,27943,27943,1
from,27944,27944,1
that,27945,27945,1
we,27946,27946,1
went,27947,27947,1
to,27948,27948,1
jabbering,27949,27949,0
the,27950,27950,1
best,27951,27951,1
we,27952,27952,1
could,27953,27953,1
about,27954,27954,1
the,27955,27955,1
various,27956,27956,1
outer,27957,27957,1
sights,27958,27958,1
to,27959,27959,1
be,27960,27960,1
seen,27961,27961,1
in,27962,27962,1
this,27963,27963,1
famous,27964,27964,1
town,27965,27965,1
.,27966,27966,1
Soon,27967,27967,1
I,27968,27968,1
proposed,27969,27969,0
a,27970,27970,1
social,27971,27971,1
smoke,27972,27972,1
;,27973,27973,1
and,27974,27974,1
",",27975,27975,1
producing,27976,27976,0
his,27977,27977,1
pouch,27978,27978,0
and,27979,27979,1
tomahawk,27980,27980,1
",",27981,27981,1
he,27982,27982,1
quietly,27983,27983,1
offered,27984,27984,1
me,27985,27985,1
a,27986,27986,1
puff,27987,27987,0
.,27988,27988,1
And,27989,27989,1
then,27990,27990,1
we,27991,27991,1
sat,27992,27992,1
exchanging,27993,27993,0
puffs,27994,27994,0
from,27995,27995,1
that,27996,27996,1
wild,27997,27997,1
pipe,27998,27998,1
of,27999,27999,1
his,28000,28000,1
",",28001,28001,1
and,28002,28002,1
keeping,28003,28003,1
it,28004,28004,1
regularly,28005,28005,1
passing,28006,28006,1
between,28007,28007,1
us,28008,28008,1
.,28009,28009,1
If,28010,28010,1
there,28011,28011,1
yet,28012,28012,1
lurked,28013,28013,1
any,28014,28014,1
ice,28015,28015,1
of,28016,28016,1
indifference,28017,28017,1
towards,28018,28018,1
me,28019,28019,1
in,28020,28020,1
the,28021,28021,1
Pagan,28022,28022,1
’,28023,28023,1
s,28024,28024,1
breast,28025,28025,1
",",28026,28026,1
this,28027,28027,1
pleasant,28028,28028,1
",",28029,28029,1
genial,28030,28030,0
smoke,28031,28031,1
we,28032,28032,1
had,28033,28033,1
",",28034,28034,1
soon,28035,28035,1
thawed,28036,28036,0
it,28037,28037,1
out,28038,28038,1
",",28039,28039,1
and,28040,28040,1
left,28041,28041,1
us,28042,28042,1
cronies,28043,28043,0
.,28044,28044,1
He,28045,28045,1
seemed,28046,28046,1
to,28047,28047,1
take,28048,28048,1
to,28049,28049,1
me,28050,28050,1
quite,28051,28051,1
as,28052,28052,1
naturally,28053,28053,0
and,28054,28054,1
unbiddenly,28055,28055,0
as,28056,28056,1
I,28057,28057,1
to,28058,28058,1
him,28059,28059,1
;,28060,28060,1
and,28061,28061,1
when,28062,28062,1
our,28063,28063,1
smoke,28064,28064,1
was,28065,28065,1
over,28066,28066,1
",",28067,28067,1
he,28068,28068,1
pressed,28069,28069,0
his,28070,28070,1
forehead,28071,28071,1
against,28072,28072,1
mine,28073,28073,1
",",28074,28074,1
clasped,28075,28075,0
me,28076,28076,1
round,28077,28077,1
the,28078,28078,1
waist,28079,28079,0
",",28080,28080,1
and,28081,28081,1
said,28082,28082,1
that,28083,28083,1
henceforth,28084,28084,0
we,28085,28085,1
were,28086,28086,1
married,28087,28087,0
;,28088,28088,1
meaning,28089,28089,1
",",28090,28090,1
in,28091,28091,1
his,28092,28092,1
country,28093,28093,1
’,28094,28094,1
s,28095,28095,1
phrase,28096,28096,0
",",28097,28097,1
that,28098,28098,1
we,28099,28099,1
were,28100,28100,1
bosom,28101,28101,0
friends,28102,28102,1
;,28103,28103,1
he,28104,28104,1
would,28105,28105,1
gladly,28106,28106,1
die,28107,28107,1
for,28108,28108,1
me,28109,28109,1
",",28110,28110,1
if,28111,28111,1
need,28112,28112,1
should,28113,28113,1
be,28114,28114,1
.,28115,28115,1
In,28116,28116,1
a,28117,28117,1
countryman,28118,28118,0
",",28119,28119,1
this,28120,28120,1
sudden,28121,28121,1
flame,28122,28122,1
of,28123,28123,1
friendship,28124,28124,0
would,28125,28125,1
have,28126,28126,1
seemed,28127,28127,1
far,28128,28128,1
too,28129,28129,1
premature,28130,28130,0
",",28131,28131,1
a,28132,28132,1
thing,28133,28133,1
to,28134,28134,1
be,28135,28135,1
much,28136,28136,1
distrusted,28137,28137,0
;,28138,28138,1
but,28139,28139,1
in,28140,28140,1
this,28141,28141,1
simple,28142,28142,1
savage,28143,28143,1
those,28144,28144,1
old,28145,28145,1
rules,28146,28146,0
would,28147,28147,1
not,28148,28148,1
apply,28149,28149,0
.,28150,28150,1
After,28151,28151,1
supper,28152,28152,1
",",28153,28153,1
and,28154,28154,1
another,28155,28155,1
social,28156,28156,1
chat,28157,28157,0
and,28158,28158,1
smoke,28159,28159,1
",",28160,28160,1
we,28161,28161,1
went,28162,28162,1
to,28163,28163,1
our,28164,28164,1
room,28165,28165,1
together,28166,28166,1
.,28167,28167,1
He,28168,28168,1
made,28169,28169,1
me,28170,28170,1
a,28171,28171,1
present,28172,28172,1
of,28173,28173,1
his,28174,28174,1
embalmed,28175,28175,1
head,28176,28176,1
;,28177,28177,1
took,28178,28178,1
out,28179,28179,1
his,28180,28180,1
enormous,28181,28181,1
tobacco,28182,28182,1
wallet,28183,28183,1
",",28184,28184,1
and,28185,28185,1
groping,28186,28186,0
under,28187,28187,1
the,28188,28188,1
tobacco,28189,28189,1
",",28190,28190,1
drew,28191,28191,1
out,28192,28192,1
some,28193,28193,1
thirty,28194,28194,1
dollars,28195,28195,0
in,28196,28196,1
silver,28197,28197,1
;,28198,28198,1
then,28199,28199,1
spreading,28200,28200,0
them,28201,28201,1
on,28202,28202,1
the,28203,28203,1
table,28204,28204,1
",",28205,28205,1
and,28206,28206,1
mechanically,28207,28207,0
dividing,28208,28208,0
them,28209,28209,1
into,28210,28210,1
two,28211,28211,1
equal,28212,28212,1
portions,28213,28213,0
",",28214,28214,1
pushed,28215,28215,1
one,28216,28216,1
of,28217,28217,1
them,28218,28218,1
towards,28219,28219,1
me,28220,28220,1
",",28221,28221,1
and,28222,28222,1
said,28223,28223,1
it,28224,28224,1
was,28225,28225,1
mine,28226,28226,1
.,28227,28227,1
I,28228,28228,1
was,28229,28229,1
going,28230,28230,1
to,28231,28231,1
remonstrate,28232,28232,0
;,28233,28233,1
but,28234,28234,1
he,28235,28235,1
silenced,28236,28236,0
me,28237,28237,1
by,28238,28238,1
pouring,28239,28239,0
them,28240,28240,1
into,28241,28241,1
my,28242,28242,1
trowsers,28243,28243,1
’,28244,28244,1
pockets,28245,28245,1
.,28246,28246,1
I,28247,28247,1
let,28248,28248,1
them,28249,28249,1
stay,28250,28250,0
.,28251,28251,1
He,28252,28252,1
then,28253,28253,1
went,28254,28254,1
about,28255,28255,1
his,28256,28256,1
evening,28257,28257,1
prayers,28258,28258,1
",",28259,28259,1
took,28260,28260,1
out,28261,28261,1
his,28262,28262,1
idol,28263,28263,1
",",28264,28264,1
and,28265,28265,1
removed,28266,28266,1
the,28267,28267,1
paper,28268,28268,0
fireboard,28269,28269,1
.,28270,28270,1
By,28271,28271,1
certain,28272,28272,1
signs,28273,28273,1
and,28274,28274,1
symptoms,28275,28275,1
",",28276,28276,1
I,28277,28277,1
thought,28278,28278,1
he,28279,28279,1
seemed,28280,28280,1
anxious,28281,28281,1
for,28282,28282,1
me,28283,28283,1
to,28284,28284,1
join,28285,28285,0
him,28286,28286,1
;,28287,28287,1
but,28288,28288,1
well,28289,28289,1
knowing,28290,28290,1
what,28291,28291,1
was,28292,28292,1
to,28293,28293,1
follow,28294,28294,1
",",28295,28295,1
I,28296,28296,1
deliberated,28297,28297,0
a,28298,28298,1
moment,28299,28299,1
whether,28300,28300,1
",",28301,28301,1
in,28302,28302,1
case,28303,28303,1
he,28304,28304,1
invited,28305,28305,0
me,28306,28306,1
",",28307,28307,1
I,28308,28308,1
would,28309,28309,1
comply,28310,28310,0
or,28311,28311,1
otherwise,28312,28312,1
.,28313,28313,1
I,28314,28314,1
was,28315,28315,1
a,28316,28316,1
good,28317,28317,1
Christian,28318,28318,1
;,28319,28319,1
born,28320,28320,0
and,28321,28321,1
bred,28322,28322,1
in,28323,28323,1
the,28324,28324,1
bosom,28325,28325,1
of,28326,28326,1
the,28327,28327,1
infallible,28328,28328,0
Presbyterian,28329,28329,0
Church,28330,28330,0
.,28331,28331,1
How,28332,28332,1
then,28333,28333,1
could,28334,28334,1
I,28335,28335,1
unite,28336,28336,1
with,28337,28337,1
this,28338,28338,1
wild,28339,28339,1
idolator,28340,28340,0
in,28341,28341,1
worshipping,28342,28342,0
his,28343,28343,1
piece,28344,28344,1
of,28345,28345,1
wood,28346,28346,1
?,28347,28347,1
But,28348,28348,1
what,28349,28349,1
is,28350,28350,1
worship,28351,28351,0
?,28352,28352,1
thought,28353,28353,1
I,28354,28354,1
.,28355,28355,1
Do,28356,28356,1
you,28357,28357,1
suppose,28358,28358,1
now,28359,28359,1
",",28360,28360,1
Ishmael,28361,28361,1
",",28362,28362,1
that,28363,28363,1
the,28364,28364,1
magnanimous,28365,28365,0
God,28366,28366,1
of,28367,28367,1
heaven,28368,28368,1
and,28369,28369,1
earth—pagans,28370,28370,0
and,28371,28371,1
all,28372,28372,1
included—can,28373,28373,0
possibly,28374,28374,1
be,28375,28375,1
jealous,28376,28376,0
of,28377,28377,1
an,28378,28378,1
insignificant,28379,28379,0
bit,28380,28380,1
of,28381,28381,1
black,28382,28382,1
wood,28383,28383,1
?,28384,28384,1
Impossible,28385,28385,0
!,28386,28386,1
But,28387,28387,1
what,28388,28388,1
is,28389,28389,1
worship,28390,28390,1
?,28391,28391,1
—to,28392,28392,0
do,28393,28393,1
the,28394,28394,1
will,28395,28395,1
of,28396,28396,1
God—_that_,28397,28397,0
is,28398,28398,1
worship,28399,28399,1
.,28400,28400,1
And,28401,28401,1
what,28402,28402,1
is,28403,28403,1
the,28404,28404,1
will,28405,28405,1
of,28406,28406,1
God,28407,28407,1
?,28408,28408,1
—to,28409,28409,1
do,28410,28410,1
to,28411,28411,1
my,28412,28412,1
fellow,28413,28413,1
man,28414,28414,1
what,28415,28415,1
I,28416,28416,1
would,28417,28417,1
have,28418,28418,1
my,28419,28419,1
fellow,28420,28420,1
man,28421,28421,1
to,28422,28422,1
do,28423,28423,1
to,28424,28424,1
me—_that_,28425,28425,0
is,28426,28426,1
the,28427,28427,1
will,28428,28428,1
of,28429,28429,1
God,28430,28430,1
.,28431,28431,1
Now,28432,28432,1
",",28433,28433,1
Queequeg,28434,28434,1
is,28435,28435,1
my,28436,28436,1
fellow,28437,28437,1
man,28438,28438,1
.,28439,28439,1
And,28440,28440,1
what,28441,28441,1
do,28442,28442,1
I,28443,28443,1
wish,28444,28444,1
that,28445,28445,1
this,28446,28446,1
Queequeg,28447,28447,1
would,28448,28448,1
do,28449,28449,1
to,28450,28450,1
me,28451,28451,1
?,28452,28452,1
Why,28453,28453,1
",",28454,28454,1
unite,28455,28455,1
with,28456,28456,1
me,28457,28457,1
in,28458,28458,1
my,28459,28459,1
particular,28460,28460,1
Presbyterian,28461,28461,1
form,28462,28462,1
of,28463,28463,1
worship,28464,28464,1
.,28465,28465,1
Consequently,28466,28466,0
",",28467,28467,1
I,28468,28468,1
must,28469,28469,1
then,28470,28470,1
unite,28471,28471,1
with,28472,28472,1
him,28473,28473,1
in,28474,28474,1
his,28475,28475,1
;,28476,28476,1
ergo,28477,28477,0
",",28478,28478,1
I,28479,28479,1
must,28480,28480,1
turn,28481,28481,1
idolator,28482,28482,1
.,28483,28483,1
So,28484,28484,1
I,28485,28485,1
kindled,28486,28486,1
the,28487,28487,1
shavings,28488,28488,1
;,28489,28489,1
helped,28490,28490,1
prop,28491,28491,0
up,28492,28492,1
the,28493,28493,1
innocent,28494,28494,1
little,28495,28495,1
idol,28496,28496,1
;,28497,28497,1
offered,28498,28498,1
him,28499,28499,1
burnt,28500,28500,1
biscuit,28501,28501,1
with,28502,28502,1
Queequeg,28503,28503,1
;,28504,28504,1
salamed,28505,28505,0
before,28506,28506,1
him,28507,28507,1
twice,28508,28508,0
or,28509,28509,1
thrice,28510,28510,1
;,28511,28511,1
kissed,28512,28512,0
his,28513,28513,1
nose,28514,28514,1
;,28515,28515,1
and,28516,28516,1
that,28517,28517,1
done,28518,28518,1
",",28519,28519,1
we,28520,28520,1
undressed,28521,28521,1
and,28522,28522,1
went,28523,28523,1
to,28524,28524,1
bed,28525,28525,1
",",28526,28526,1
at,28527,28527,1
peace,28528,28528,0
with,28529,28529,1
our,28530,28530,1
own,28531,28531,1
consciences,28532,28532,0
and,28533,28533,1
all,28534,28534,1
the,28535,28535,1
world,28536,28536,1
.,28537,28537,1
But,28538,28538,1
we,28539,28539,1
did,28540,28540,1
not,28541,28541,1
go,28542,28542,1
to,28543,28543,1
sleep,28544,28544,1
without,28545,28545,1
some,28546,28546,1
little,28547,28547,1
chat,28548,28548,1
.,28549,28549,1
How,28550,28550,1
it,28551,28551,1
is,28552,28552,1
I,28553,28553,1
know,28554,28554,1
not,28555,28555,1
;,28556,28556,1
but,28557,28557,1
there,28558,28558,1
is,28559,28559,1
no,28560,28560,1
place,28561,28561,1
like,28562,28562,1
a,28563,28563,1
bed,28564,28564,1
for,28565,28565,1
confidential,28566,28566,1
disclosures,28567,28567,0
between,28568,28568,1
friends,28569,28569,1
.,28570,28570,1
Man,28571,28571,0
and,28572,28572,1
wife,28573,28573,1
",",28574,28574,1
they,28575,28575,1
say,28576,28576,1
",",28577,28577,1
there,28578,28578,1
open,28579,28579,1
the,28580,28580,1
very,28581,28581,1
bottom,28582,28582,1
of,28583,28583,1
their,28584,28584,1
souls,28585,28585,0
to,28586,28586,1
each,28587,28587,1
other,28588,28588,1
;,28589,28589,1
and,28590,28590,1
some,28591,28591,1
old,28592,28592,1
couples,28593,28593,0
often,28594,28594,1
lie,28595,28595,1
and,28596,28596,1
chat,28597,28597,1
over,28598,28598,1
old,28599,28599,1
times,28600,28600,1
till,28601,28601,1
nearly,28602,28602,1
morning,28603,28603,1
.,28604,28604,1
Thus,28605,28605,1
",",28606,28606,1
then,28607,28607,1
",",28608,28608,1
in,28609,28609,1
our,28610,28610,1
hearts,28611,28611,1
’,28612,28612,1
honeymoon,28613,28613,0
",",28614,28614,1
lay,28615,28615,1
I,28616,28616,1
and,28617,28617,1
Queequeg—a,28618,28618,0
cosy,28619,28619,0
",",28620,28620,1
loving,28621,28621,1
pair,28622,28622,1
.,28623,28623,1
CHAPTER,28624,28624,1
11,28625,28625,1
.,28626,28626,1
Nightgown,28627,28627,1
.,28628,28628,1
We,28629,28629,1
had,28630,28630,1
lain,28631,28631,0
thus,28632,28632,1
in,28633,28633,1
bed,28634,28634,1
",",28635,28635,1
chatting,28636,28636,1
and,28637,28637,1
napping,28638,28638,0
at,28639,28639,1
short,28640,28640,1
intervals,28641,28641,0
",",28642,28642,1
and,28643,28643,1
Queequeg,28644,28644,1
now,28645,28645,1
and,28646,28646,1
then,28647,28647,1
affectionately,28648,28648,0
throwing,28649,28649,1
his,28650,28650,1
brown,28651,28651,1
tattooed,28652,28652,1
legs,28653,28653,1
over,28654,28654,1
mine,28655,28655,1
",",28656,28656,1
and,28657,28657,1
then,28658,28658,1
drawing,28659,28659,1
them,28660,28660,1
back,28661,28661,1
;,28662,28662,1
so,28663,28663,1
entirely,28664,28664,1
sociable,28665,28665,0
and,28666,28666,1
free,28667,28667,1
and,28668,28668,1
easy,28669,28669,1
were,28670,28670,1
we,28671,28671,1
;,28672,28672,1
when,28673,28673,1
",",28674,28674,1
at,28675,28675,1
last,28676,28676,1
",",28677,28677,1
by,28678,28678,1
reason,28679,28679,1
of,28680,28680,1
our,28681,28681,1
confabulations,28682,28682,0
",",28683,28683,1
what,28684,28684,1
little,28685,28685,1
nappishness,28686,28686,0
remained,28687,28687,1
in,28688,28688,1
us,28689,28689,1
altogether,28690,28690,1
departed,28691,28691,1
",",28692,28692,1
and,28693,28693,1
we,28694,28694,1
felt,28695,28695,1
like,28696,28696,1
getting,28697,28697,1
up,28698,28698,1
again,28699,28699,1
",",28700,28700,1
though,28701,28701,1
day-break,28702,28702,0
was,28703,28703,1
yet,28704,28704,1
some,28705,28705,1
way,28706,28706,1
down,28707,28707,1
the,28708,28708,1
future,28709,28709,0
.,28710,28710,1
Yes,28711,28711,1
",",28712,28712,1
we,28713,28713,1
became,28714,28714,1
very,28715,28715,1
wakeful,28716,28716,0
;,28717,28717,1
so,28718,28718,1
much,28719,28719,1
so,28720,28720,1
that,28721,28721,1
our,28722,28722,1
recumbent,28723,28723,0
position,28724,28724,0
began,28725,28725,1
to,28726,28726,1
grow,28727,28727,1
wearisome,28728,28728,0
",",28729,28729,1
and,28730,28730,1
by,28731,28731,1
little,28732,28732,1
and,28733,28733,1
little,28734,28734,1
we,28735,28735,1
found,28736,28736,1
ourselves,28737,28737,1
sitting,28738,28738,1
up,28739,28739,1
;,28740,28740,1
the,28741,28741,1
clothes,28742,28742,1
well,28743,28743,1
tucked,28744,28744,1
around,28745,28745,1
us,28746,28746,1
",",28747,28747,1
leaning,28748,28748,1
against,28749,28749,1
the,28750,28750,1
head-board,28751,28751,0
with,28752,28752,1
our,28753,28753,1
four,28754,28754,1
knees,28755,28755,0
drawn,28756,28756,1
up,28757,28757,1
close,28758,28758,1
together,28759,28759,1
",",28760,28760,1
and,28761,28761,1
our,28762,28762,1
two,28763,28763,1
noses,28764,28764,0
bending,28765,28765,0
