tokens,token_n,N_1,new
authors,1408,1408,0
generally,1409,1409,0
",",1410,1410,1
as,1411,1411,1
well,1412,1412,0
as,1413,1413,1
the,1414,1414,1
poets,1415,1415,0
here,1416,1416,0
appearing,1417,1417,0
",",1418,1418,1
these,1419,1419,1
extracts,1420,1420,1
are,1421,1421,1
solely,1422,1422,0
valuable,1423,1423,0
or,1424,1424,1
entertaining,1425,1425,0
",",1426,1426,1
as,1427,1427,1
affording,1428,1428,0
a,1429,1429,1
glancing,1430,1430,0
bird,1431,1431,0
’,1432,1432,1
s,1433,1433,1
eye,1434,1434,0
view,1435,1435,0
of,1436,1436,1
what,1437,1437,1
has,1438,1438,0
been,1439,1439,0
promiscuously,1440,1440,0
said,1441,1441,0
",",1442,1442,1
thought,1443,1443,0
",",1444,1444,1
fancied,1445,1445,0
",",1446,1446,1
and,1447,1447,1
sung,1448,1448,0
of,1449,1449,1
Leviathan,1450,1450,0
",",1451,1451,1
by,1452,1452,1
many,1453,1453,0
nations,1454,1454,1
and,1455,1455,1
generations,1456,1456,0
",",1457,1457,1
including,1458,1458,0
our,1459,1459,1
own,1460,1460,0
.,1461,1461,1
So,1462,1462,0
fare,1463,1463,0
thee,1464,1464,0
well,1465,1465,1
",",1466,1466,1
poor,1467,1467,1
devil,1468,1468,1
of,1469,1469,1
a,1470,1470,1
Sub-Sub,1471,1471,1
",",1472,1472,1
whose,1473,1473,0
commentator,1474,1474,0
I,1475,1475,1
am,1476,1476,0
.,1477,1477,1
Thou,1478,1478,0
belongest,1479,1479,0
to,1480,1480,1
that,1481,1481,1
hopeless,1482,1482,0
",",1483,1483,1
sallow,1484,1484,0
tribe,1485,1485,0
which,1486,1486,1
no,1487,1487,0
wine,1488,1488,0
of,1489,1489,1
this,1490,1490,1
world,1491,1491,1
will,1492,1492,1
ever,1493,1493,1
warm,1494,1494,0
;,1495,1495,1
and,1496,1496,1
for,1497,1497,1
whom,1498,1498,0
even,1499,1499,0
Pale,1500,1500,0
Sherry,1501,1501,0
would,1502,1502,0
be,1503,1503,1
too,1504,1504,0
rosy-strong,1505,1505,0
;,1506,1506,1
but,1507,1507,0
with,1508,1508,1
whom,1509,1509,1
one,1510,1510,1
sometimes,1511,1511,0
loves,1512,1512,0
to,1513,1513,1
sit,1514,1514,0
",",1515,1515,1
and,1516,1516,1
feel,1517,1517,0
poor-devilish,1518,1518,0
",",1519,1519,1
too,1520,1520,1
;,1521,1521,1
and,1522,1522,1
grow,1523,1523,0
convivial,1524,1524,0
upon,1525,1525,0
tears,1526,1526,0
;,1527,1527,1
and,1528,1528,1
say,1529,1529,0
to,1530,1530,1
them,1531,1531,1
bluntly,1532,1532,0
",",1533,1533,1
with,1534,1534,1
full,1535,1535,0
eyes,1536,1536,0
and,1537,1537,1
empty,1538,1538,0
glasses,1539,1539,0
",",1540,1540,1
and,1541,1541,1
in,1542,1542,1
not,1543,1543,1
altogether,1544,1544,0
unpleasant,1545,1545,0
sadness—Give,1546,1546,0
it,1547,1547,1
up,1548,1548,1
",",1549,1549,1
Sub-Subs,1550,1550,0
!,1551,1551,1
For,1552,1552,0
by,1553,1553,1
how,1554,1554,0
much,1555,1555,0
the,1556,1556,1
more,1557,1557,1
pains,1558,1558,0
ye,1559,1559,0
take,1560,1560,1
to,1561,1561,1
please,1562,1562,0
the,1563,1563,1
world,1564,1564,1
",",1565,1565,1
by,1566,1566,1
so,1567,1567,0
much,1568,1568,1
the,1569,1569,1
more,1570,1570,1
shall,1571,1571,0
ye,1572,1572,1
for,1573,1573,1
ever,1574,1574,1
go,1575,1575,0
thankless,1576,1576,0
!,1577,1577,1
Would,1578,1578,0
that,1579,1579,1
I,1580,1580,1
could,1581,1581,1
clear,1582,1582,0
out,1583,1583,1
Hampton,1584,1584,0
Court,1585,1585,0
and,1586,1586,1
the,1587,1587,1
Tuileries,1588,1588,0
for,1589,1589,1
ye,1590,1590,1
!,1591,1591,1
But,1592,1592,0
gulp,1593,1593,0
down,1594,1594,0
your,1595,1595,0
tears,1596,1596,1
and,1597,1597,1
hie,1598,1598,0
aloft,1599,1599,0
to,1600,1600,1
the,1601,1601,1
royal-mast,1602,1602,0
with,1603,1603,1
your,1604,1604,1
hearts,1605,1605,0
;,1606,1606,1
for,1607,1607,1
your,1608,1608,1
friends,1609,1609,0
who,1610,1610,0
have,1611,1611,1
gone,1612,1612,1
before,1613,1613,0
are,1614,1614,1
clearing,1615,1615,0
out,1616,1616,1
the,1617,1617,1
seven-storied,1618,1618,0
heavens,1619,1619,0
",",1620,1620,1
and,1621,1621,1
making,1622,1622,0
refugees,1623,1623,0
of,1624,1624,1
long-pampered,1625,1625,0
Gabriel,1626,1626,0
",",1627,1627,1
Michael,1628,1628,0
",",1629,1629,1
and,1630,1630,1
Raphael,1631,1631,0
",",1632,1632,1
against,1633,1633,0
your,1634,1634,1
coming,1635,1635,0
.,1636,1636,1
Here,1637,1637,0
ye,1638,1638,1
strike,1639,1639,0
but,1640,1640,1
splintered,1641,1641,0
hearts,1642,1642,1
together—there,1643,1643,0
",",1644,1644,1
ye,1645,1645,1
shall,1646,1646,1
strike,1647,1647,1
unsplinterable,1648,1648,0
glasses,1649,1649,1
!,1650,1650,1
EXTRACTS,1651,1651,1
.,1652,1652,1
“,1653,1653,1
And,1654,1654,0
God,1655,1655,0
created,1656,1656,0
great,1657,1657,0
whales.,1658,1658,0
”,1659,1659,1
—_Genesis_,1660,1660,0
.,1661,1661,1
“,1662,1662,1
Leviathan,1663,1663,1
maketh,1664,1664,1
a,1665,1665,1
path,1666,1666,0
to,1667,1667,1
shine,1668,1668,0
after,1669,1669,0
him,1670,1670,1
;,1671,1671,1
One,1672,1672,0
would,1673,1673,1
think,1674,1674,0
the,1675,1675,1
deep,1676,1676,0
to,1677,1677,1
be,1678,1678,1
hoary.,1679,1679,0
”,1680,1680,1
—_Job_,1681,1681,0
.,1682,1682,1
“,1683,1683,1
Now,1684,1684,0
the,1685,1685,1
Lord,1686,1686,0
had,1687,1687,0
prepared,1688,1688,0
a,1689,1689,1
great,1690,1690,1
fish,1691,1691,0
to,1692,1692,1
swallow,1693,1693,0
up,1694,1694,1
Jonah.,1695,1695,0
”,1696,1696,1
—_Jonah_,1697,1697,0
.,1698,1698,1
“,1699,1699,1
There,1700,1700,0
go,1701,1701,1
the,1702,1702,1
ships,1703,1703,0
;,1704,1704,1
there,1705,1705,0
is,1706,1706,1
that,1707,1707,1
Leviathan,1708,1708,1
whom,1709,1709,1
thou,1710,1710,0
hast,1711,1711,0
made,1712,1712,0
to,1713,1713,1
play,1714,1714,0
therein.,1715,1715,0
”,1716,1716,1
—_Psalms_,1717,1717,0
.,1718,1718,1
“,1719,1719,1
In,1720,1720,1
that,1721,1721,1
day,1722,1722,0
",",1723,1723,1
the,1724,1724,1
Lord,1725,1725,1
with,1726,1726,1
his,1727,1727,1
sore,1728,1728,0
",",1729,1729,1
and,1730,1730,1
great,1731,1731,1
",",1732,1732,1
and,1733,1733,1
strong,1734,1734,0
sword,1735,1735,0
",",1736,1736,1
shall,1737,1737,1
punish,1738,1738,0
Leviathan,1739,1739,1
the,1740,1740,1
piercing,1741,1741,0
serpent,1742,1742,0
",",1743,1743,1
even,1744,1744,1
Leviathan,1745,1745,1
that,1746,1746,1
crooked,1747,1747,0
serpent,1748,1748,1
;,1749,1749,1
and,1750,1750,1
he,1751,1751,1
shall,1752,1752,1
slay,1753,1753,0
the,1754,1754,1
dragon,1755,1755,0
that,1756,1756,1
is,1757,1757,1
in,1758,1758,1
the,1759,1759,1
sea.,1760,1760,0
”,1761,1761,1
—_Isaiah_,1762,1762,0
.,1763,1763,1
“,1764,1764,1
And,1765,1765,1
what,1766,1766,1
thing,1767,1767,0
soever,1768,1768,0
besides,1769,1769,0
cometh,1770,1770,0
within,1771,1771,0
the,1772,1772,1
chaos,1773,1773,0
of,1774,1774,1
this,1775,1775,1
monster,1776,1776,0
’,1777,1777,1
s,1778,1778,1
mouth,1779,1779,0
",",1780,1780,1
be,1781,1781,1
it,1782,1782,1
beast,1783,1783,0
",",1784,1784,1
boat,1785,1785,0
",",1786,1786,1
or,1787,1787,1
stone,1788,1788,0
",",1789,1789,1
down,1790,1790,1
it,1791,1791,1
goes,1792,1792,0
all,1793,1793,1
incontinently,1794,1794,0
that,1795,1795,1
foul,1796,1796,0
great,1797,1797,1
swallow,1798,1798,1
of,1799,1799,1
his,1800,1800,1
",",1801,1801,1
and,1802,1802,1
perisheth,1803,1803,0
in,1804,1804,1
the,1805,1805,1
bottomless,1806,1806,0
gulf,1807,1807,0
of,1808,1808,1
his,1809,1809,1
paunch.,1810,1810,0
”,1811,1811,1
—_Holland,1812,1812,0
’,1813,1813,1
s,1814,1814,1
Plutarch,1815,1815,0
’,1816,1816,1
s,1817,1817,1
Morals_,1818,1818,0
.,1819,1819,1
“,1820,1820,1
The,1821,1821,1
Indian,1822,1822,0
Sea,1823,1823,0
breedeth,1824,1824,0
the,1825,1825,1
most,1826,1826,0
and,1827,1827,1
the,1828,1828,1
biggest,1829,1829,0
fishes,1830,1830,0
that,1831,1831,1
are,1832,1832,1
:,1833,1833,1
among,1834,1834,0
which,1835,1835,1
the,1836,1836,1
Whales,1837,1837,1
and,1838,1838,1
Whirlpooles,1839,1839,0
called,1840,1840,1
Balaene,1841,1841,0
",",1842,1842,1
take,1843,1843,1
up,1844,1844,1
as,1845,1845,1
much,1846,1846,1
in,1847,1847,1
length,1848,1848,0
as,1849,1849,1
four,1850,1850,0
acres,1851,1851,0
or,1852,1852,1
arpens,1853,1853,0
of,1854,1854,1
land.,1855,1855,0
”,1856,1856,1
—_Holland,1857,1857,1
’,1858,1858,1
s,1859,1859,1
Pliny_,1860,1860,0
.,1861,1861,1
“,1862,1862,1
Scarcely,1863,1863,0
had,1864,1864,1
we,1865,1865,0
proceeded,1866,1866,0
two,1867,1867,0
days,1868,1868,0
on,1869,1869,0
the,1870,1870,1
sea,1871,1871,0
",",1872,1872,1
when,1873,1873,0
about,1874,1874,0
sunrise,1875,1875,0
a,1876,1876,1
great,1877,1877,1
many,1878,1878,1
Whales,1879,1879,1
and,1880,1880,1
other,1881,1881,0
monsters,1882,1882,0
of,1883,1883,1
the,1884,1884,1
sea,1885,1885,1
",",1886,1886,1
appeared,1887,1887,0
.,1888,1888,1
Among,1889,1889,0
the,1890,1890,1
former,1891,1891,0
",",1892,1892,1
one,1893,1893,1
was,1894,1894,1
of,1895,1895,1
a,1896,1896,1
most,1897,1897,1
monstrous,1898,1898,0
size,1899,1899,0
....,1900,1900,0
This,1901,1901,1
came,1902,1902,0
towards,1903,1903,0
us,1904,1904,0
",",1905,1905,1
open-mouthed,1906,1906,0
",",1907,1907,1
raising,1908,1908,0
the,1909,1909,1
waves,1910,1910,0
on,1911,1911,1
all,1912,1912,1
sides,1913,1913,0
",",1914,1914,1
and,1915,1915,1
beating,1916,1916,0
the,1917,1917,1
sea,1918,1918,1
before,1919,1919,1
him,1920,1920,1
into,1921,1921,0
a,1922,1922,1
foam.,1923,1923,0
”,1924,1924,1
—_Tooke,1925,1925,0
’,1926,1926,1
s,1927,1927,1
Lucian_,1928,1928,0
.,1929,1929,1
“,1930,1930,1
_The,1931,1931,0
True,1932,1932,1
History_.,1933,1933,0
”,1934,1934,1
“,1935,1935,1
He,1936,1936,1
visited,1937,1937,0
this,1938,1938,1
country,1939,1939,0
also,1940,1940,0
with,1941,1941,1
a,1942,1942,1
view,1943,1943,1
of,1944,1944,1
catching,1945,1945,0
horse-whales,1946,1946,0
",",1947,1947,1
which,1948,1948,1
had,1949,1949,1
bones,1950,1950,0
of,1951,1951,1
very,1952,1952,0
great,1953,1953,1
value,1954,1954,0
for,1955,1955,1
their,1956,1956,0
teeth,1957,1957,0
",",1958,1958,1
of,1959,1959,1
which,1960,1960,1
he,1961,1961,1
brought,1962,1962,0
some,1963,1963,0
to,1964,1964,1
the,1965,1965,1
king,1966,1966,0
....,1967,1967,1
The,1968,1968,1
best,1969,1969,0
whales,1970,1970,1
were,1971,1971,0
catched,1972,1972,0
in,1973,1973,1
his,1974,1974,1
own,1975,1975,1
country,1976,1976,1
",",1977,1977,1
of,1978,1978,1
which,1979,1979,1
some,1980,1980,1
were,1981,1981,1
forty-eight,1982,1982,0
",",1983,1983,1
some,1984,1984,1
fifty,1985,1985,0
yards,1986,1986,0
long,1987,1987,1
.,1988,1988,1
He,1989,1989,1
said,1990,1990,1
that,1991,1991,1
he,1992,1992,1
was,1993,1993,1
one,1994,1994,1
of,1995,1995,1
six,1996,1996,0
who,1997,1997,1
had,1998,1998,1
killed,1999,1999,0
sixty,2000,2000,0
in,2001,2001,1
two,2002,2002,1
days.,2003,2003,0
”,2004,2004,1
—_Other,2005,2005,0
or,2006,2006,1
Other,2007,2007,0
’,2008,2008,1
s,2009,2009,1
verbal,2010,2010,0
narrative,2011,2011,0
taken,2012,2012,0
down,2013,2013,1
from,2014,2014,1
his,2015,2015,1
mouth,2016,2016,1
by,2017,2017,1
King,2018,2018,0
Alfred,2019,2019,0
",",2020,2020,1
A.D._,2021,2021,0
890,2022,2022,0
.,2023,2023,1
“,2024,2024,1
And,2025,2025,1
whereas,2026,2026,0
all,2027,2027,1
the,2028,2028,1
other,2029,2029,1
things,2030,2030,0
",",2031,2031,1
whether,2032,2032,0
beast,2033,2033,1
or,2034,2034,1
vessel,2035,2035,0
",",2036,2036,1
that,2037,2037,1
enter,2038,2038,0
into,2039,2039,1
the,2040,2040,1
dreadful,2041,2041,0
gulf,2042,2042,1
of,2043,2043,1
this,2044,2044,1
monster,2045,2045,1
’,2046,2046,1
s,2047,2047,1
(,2048,2048,1
whale,2049,2049,1
’,2050,2050,1
s,2051,2051,1
),2052,2052,1
mouth,2053,2053,1
",",2054,2054,1
are,2055,2055,1
immediately,2056,2056,1
lost,2057,2057,0
and,2058,2058,1
swallowed,2059,2059,0
up,2060,2060,1
",",2061,2061,1
the,2062,2062,1
sea-gudgeon,2063,2063,0
retires,2064,2064,0
into,2065,2065,1
it,2066,2066,1
in,2067,2067,1
great,2068,2068,1
security,2069,2069,0
",",2070,2070,1
and,2071,2071,1
there,2072,2072,1
sleeps.,2073,2073,0
”,2074,2074,1
—MONTAIGNE,2075,2075,0
.,2076,2076,1
—_Apology,2077,2077,0
for,2078,2078,1
Raimond,2079,2079,0
Sebond_,2080,2080,0
.,2081,2081,1
“,2082,2082,1
Let,2083,2083,0
us,2084,2084,1
fly,2085,2085,0
",",2086,2086,1
let,2087,2087,0
us,2088,2088,1
fly,2089,2089,1
!,2090,2090,1
Old,2091,2091,0
Nick,2092,2092,0
take,2093,2093,1
me,2094,2094,0
if,2095,2095,0
it,2096,2096,1
is,2097,2097,1
not,2098,2098,1
Leviathan,2099,2099,1
described,2100,2100,0
by,2101,2101,1
the,2102,2102,1
noble,2103,2103,0
prophet,2104,2104,0
Moses,2105,2105,0
in,2106,2106,1
the,2107,2107,1
life,2108,2108,0
of,2109,2109,1
patient,2110,2110,0
Job.,2111,2111,0
”,2112,2112,1
—_Rabelais_,2113,2113,0
.,2114,2114,1
“,2115,2115,1
This,2116,2116,1
whale,2117,2117,1
’,2118,2118,1
s,2119,2119,1
liver,2120,2120,0
was,2121,2121,1
two,2122,2122,1
cartloads.,2123,2123,0
”,2124,2124,1
—_Stowe,2125,2125,0
’,2126,2126,1
s,2127,2127,1
Annals_,2128,2128,0
.,2129,2129,1
“,2130,2130,1
The,2131,2131,1
great,2132,2132,1
Leviathan,2133,2133,1
that,2134,2134,1
maketh,2135,2135,1
the,2136,2136,1
seas,2137,2137,0
to,2138,2138,1
seethe,2139,2139,0
like,2140,2140,0
boiling,2141,2141,0
pan.,2142,2142,0
”,2143,2143,1
—_Lord,2144,2144,0
Bacon,2145,2145,0
’,2146,2146,1
s,2147,2147,1
Version,2148,2148,0
of,2149,2149,1
the,2150,2150,1
Psalms_,2151,2151,0
.,2152,2152,1
“,2153,2153,1
Touching,2154,2154,0
that,2155,2155,1
monstrous,2156,2156,1
bulk,2157,2157,0
of,2158,2158,1
the,2159,2159,1
whale,2160,2160,1
or,2161,2161,1
ork,2162,2162,0
we,2163,2163,1
have,2164,2164,1
received,2165,2165,0
nothing,2166,2166,0
certain,2167,2167,0
.,2168,2168,1
They,2169,2169,0
grow,2170,2170,1
exceeding,2171,2171,0
fat,2172,2172,0
",",2173,2173,1
insomuch,2174,2174,0
that,2175,2175,1
an,2176,2176,0
incredible,2177,2177,0
quantity,2178,2178,0
of,2179,2179,1
oil,2180,2180,0
will,2181,2181,1
be,2182,2182,1
extracted,2183,2183,0
out,2184,2184,1
of,2185,2185,1
one,2186,2186,1
whale.,2187,2187,0
”,2188,2188,1
—_Ibid_,2189,2189,0
.,2190,2190,1
“,2191,2191,1
_History,2192,2192,0
of,2193,2193,1
Life,2194,2194,0
and,2195,2195,1
Death_.,2196,2196,0
”,2197,2197,1
“,2198,2198,1
The,2199,2199,1
sovereignest,2200,2200,0
thing,2201,2201,1
on,2202,2202,1
earth,2203,2203,1
is,2204,2204,1
parmacetti,2205,2205,0
for,2206,2206,1
an,2207,2207,1
inward,2208,2208,0
bruise.,2209,2209,0
”,2210,2210,1
—_King,2211,2211,0
Henry_,2212,2212,0
.,2213,2213,1
“,2214,2214,1
Very,2215,2215,0
like,2216,2216,1
a,2217,2217,1
whale.,2218,2218,1
”,2219,2219,1
—_Hamlet_,2220,2220,0
.,2221,2221,1
“,2222,2222,1
Which,2223,2223,0
to,2224,2224,1
secure,2225,2225,0
",",2226,2226,1
no,2227,2227,1
skill,2228,2228,0
of,2229,2229,1
leach,2230,2230,0
’,2231,2231,1
s,2232,2232,1
art,2233,2233,0
Mote,2234,2234,0
him,2235,2235,1
availle,2236,2236,0
",",2237,2237,1
but,2238,2238,1
to,2239,2239,1
returne,2240,2240,0
againe,2241,2241,0
To,2242,2242,0
his,2243,2243,1
wound,2244,2244,0
’,2245,2245,1
s,2246,2246,1
worker,2247,2247,0
",",2248,2248,1
that,2249,2249,1
with,2250,2250,1
lowly,2251,2251,0
dart,2252,2252,0
",",2253,2253,1
Dinting,2254,2254,0
his,2255,2255,1
breast,2256,2256,0
",",2257,2257,1
had,2258,2258,1
bred,2259,2259,0
his,2260,2260,1
restless,2261,2261,0
paine,2262,2262,0
",",2263,2263,1
Like,2264,2264,0
as,2265,2265,1
the,2266,2266,1
wounded,2267,2267,0
whale,2268,2268,1
to,2269,2269,1
shore,2270,2270,0
flies,2271,2271,0
thro,2272,2272,0
’,2273,2273,1
the,2274,2274,1
maine.,2275,2275,0
”,2276,2276,1
—_The,2277,2277,0
Fairie,2278,2278,0
Queen_,2279,2279,0
.,2280,2280,1
“,2281,2281,1
Immense,2282,2282,0
as,2283,2283,1
whales,2284,2284,1
",",2285,2285,1
the,2286,2286,1
motion,2287,2287,0
of,2288,2288,1
whose,2289,2289,1
vast,2290,2290,0
bodies,2291,2291,0
can,2292,2292,0
in,2293,2293,1
a,2294,2294,1
peaceful,2295,2295,0
calm,2296,2296,0
trouble,2297,2297,0
the,2298,2298,1
ocean,2299,2299,0
till,2300,2300,0
it,2301,2301,1
boil.,2302,2302,0
”,2303,2303,1
—_Sir,2304,2304,0
William,2305,2305,0
Davenant,2306,2306,0
.,2307,2307,1
Preface,2308,2308,0
to,2309,2309,1
Gondibert_,2310,2310,0
.,2311,2311,1
“,2312,2312,1
What,2313,2313,0
spermacetti,2314,2314,0
is,2315,2315,1
",",2316,2316,1
men,2317,2317,0
might,2318,2318,0
justly,2319,2319,0
doubt,2320,2320,0
",",2321,2321,1
since,2322,2322,0
the,2323,2323,1
learned,2324,2324,0
Hosmannus,2325,2325,0
in,2326,2326,1
his,2327,2327,1
work,2328,2328,0
of,2329,2329,1
thirty,2330,2330,0
years,2331,2331,0
",",2332,2332,1
saith,2333,2333,0
plainly,2334,2334,0
",",2335,2335,1
_Nescio,2336,2336,0
quid,2337,2337,0
sit_.,2338,2338,0
”,2339,2339,1
—_Sir,2340,2340,1
T.,2341,2341,0
Browne,2342,2342,0
.,2343,2343,1
Of,2344,2344,1
Sperma,2345,2345,0
Ceti,2346,2346,0
and,2347,2347,1
the,2348,2348,1
Sperma,2349,2349,1
Ceti,2350,2350,1
Whale,2351,2351,1
.,2352,2352,1
Vide,2353,2353,0
his,2354,2354,1
V.,2355,2355,0
E._,2356,2356,0
“,2357,2357,1
Like,2358,2358,1
Spencer,2359,2359,0
’,2360,2360,1
s,2361,2361,1
Talus,2362,2362,0
with,2363,2363,1
his,2364,2364,1
modern,2365,2365,0
flail,2366,2366,0
He,2367,2367,1
threatens,2368,2368,0
ruin,2369,2369,0
with,2370,2370,1
his,2371,2371,1
ponderous,2372,2372,0
tail,2373,2373,0
.,2374,2374,1
...,2375,2375,0
Their,2376,2376,0
fixed,2377,2377,0
jav,2378,2378,0
’,2379,2379,1
lins,2380,2380,0
in,2381,2381,1
his,2382,2382,1
side,2383,2383,0
he,2384,2384,1
wears,2385,2385,0
",",2386,2386,1
And,2387,2387,1
on,2388,2388,1
his,2389,2389,1
back,2390,2390,0
a,2391,2391,1
grove,2392,2392,0
of,2393,2393,1
pikes,2394,2394,0
appears.,2395,2395,0
”,2396,2396,1
—_Waller,2397,2397,0
’,2398,2398,1
s,2399,2399,1
Battle,2400,2400,0
of,2401,2401,1
the,2402,2402,1
Summer,2403,2403,0
Islands_,2404,2404,0
.,2405,2405,1
“,2406,2406,1
By,2407,2407,1
art,2408,2408,1
is,2409,2409,1
created,2410,2410,1
that,2411,2411,1
great,2412,2412,1
Leviathan,2413,2413,1
",",2414,2414,1
called,2415,2415,1
a,2416,2416,1
Commonwealth,2417,2417,0
or,2418,2418,1
State—,2419,2419,0
(,2420,2420,1
in,2421,2421,1
Latin,2422,2422,0
",",2423,2423,1
Civitas,2424,2424,0
),2425,2425,1
which,2426,2426,1
is,2427,2427,1
but,2428,2428,1
an,2429,2429,1
artificial,2430,2430,0
man.,2431,2431,0
”,2432,2432,1
—_Opening,2433,2433,0
sentence,2434,2434,0
of,2435,2435,1
Hobbes,2436,2436,0
’,2437,2437,1
s,2438,2438,1
Leviathan_,2439,2439,0
.,2440,2440,1
“,2441,2441,1
Silly,2442,2442,0
Mansoul,2443,2443,0
swallowed,2444,2444,1
it,2445,2445,1
without,2446,2446,0
chewing,2447,2447,0
",",2448,2448,1
as,2449,2449,1
if,2450,2450,1
it,2451,2451,1
had,2452,2452,1
been,2453,2453,1
a,2454,2454,1
sprat,2455,2455,0
in,2456,2456,1
the,2457,2457,1
mouth,2458,2458,1
of,2459,2459,1
a,2460,2460,1
whale.,2461,2461,1
”,2462,2462,1
—_Pilgrim,2463,2463,0
’,2464,2464,1
s,2465,2465,1
Progress_,2466,2466,0
.,2467,2467,1
“,2468,2468,1
That,2469,2469,0
sea,2470,2470,1
beast,2471,2471,1
Leviathan,2472,2472,1
",",2473,2473,1
which,2474,2474,1
God,2475,2475,1
of,2476,2476,1
all,2477,2477,1
his,2478,2478,1
works,2479,2479,0
Created,2480,2480,0
hugest,2481,2481,0
that,2482,2482,1
swim,2483,2483,0
the,2484,2484,1
ocean,2485,2485,1
stream.,2486,2486,0
”,2487,2487,1
—_Paradise,2488,2488,0
Lost_,2489,2489,0
.,2490,2490,1
—,2491,2491,0
“,2492,2492,1
There,2493,2493,1
Leviathan,2494,2494,1
",",2495,2495,1
Hugest,2496,2496,0
of,2497,2497,1
living,2498,2498,0
creatures,2499,2499,0
",",2500,2500,1
in,2501,2501,1
the,2502,2502,1
deep,2503,2503,1
Stretched,2504,2504,0
like,2505,2505,1
a,2506,2506,1
promontory,2507,2507,0
sleeps,2508,2508,0
or,2509,2509,1
swims,2510,2510,0
",",2511,2511,1
And,2512,2512,1
seems,2513,2513,0
a,2514,2514,1
moving,2515,2515,0
land,2516,2516,0
;,2517,2517,1
and,2518,2518,1
at,2519,2519,1
his,2520,2520,1
gills,2521,2521,0
Draws,2522,2522,0
in,2523,2523,1
",",2524,2524,1
and,2525,2525,1
at,2526,2526,1
his,2527,2527,1
breath,2528,2528,0
spouts,2529,2529,0
out,2530,2530,1
a,2531,2531,1
sea.,2532,2532,1
”,2533,2533,1
—_Ibid_,2534,2534,1
.,2535,2535,1
“,2536,2536,1
The,2537,2537,1
mighty,2538,2538,0
whales,2539,2539,1
which,2540,2540,1
swim,2541,2541,1
in,2542,2542,1
a,2543,2543,1
sea,2544,2544,1
of,2545,2545,1
water,2546,2546,0
",",2547,2547,1
and,2548,2548,1
have,2549,2549,1
a,2550,2550,1
sea,2551,2551,1
of,2552,2552,1
oil,2553,2553,1
swimming,2554,2554,0
in,2555,2555,1
them.,2556,2556,0
”,2557,2557,1
—_Fuller,2558,2558,0
’,2559,2559,1
s,2560,2560,1
Profane,2561,2561,0
and,2562,2562,1
Holy,2563,2563,0
State_,2564,2564,0
.,2565,2565,1
“,2566,2566,1
So,2567,2567,1
close,2568,2568,0
behind,2569,2569,0
some,2570,2570,1
promontory,2571,2571,1
lie,2572,2572,0
The,2573,2573,1
huge,2574,2574,0
Leviathan,2575,2575,1
to,2576,2576,1
attend,2577,2577,0
their,2578,2578,1
prey,2579,2579,0
",",2580,2580,1
And,2581,2581,1
give,2582,2582,0
no,2583,2583,1
chance,2584,2584,0
",",2585,2585,1
but,2586,2586,1
swallow,2587,2587,1
in,2588,2588,1
the,2589,2589,1
fry,2590,2590,0
",",2591,2591,1
Which,2592,2592,1
through,2593,2593,1
their,2594,2594,1
gaping,2595,2595,0
jaws,2596,2596,0
mistake,2597,2597,0
the,2598,2598,1
way.,2599,2599,0
”,2600,2600,1
—_Dryden,2601,2601,0
’,2602,2602,1
s,2603,2603,1
Annus,2604,2604,0
Mirabilis_,2605,2605,0
.,2606,2606,1
“,2607,2607,1
While,2608,2608,1
the,2609,2609,1
whale,2610,2610,1
is,2611,2611,1
floating,2612,2612,0
at,2613,2613,1
the,2614,2614,1
stern,2615,2615,0
of,2616,2616,1
the,2617,2617,1
ship,2618,2618,0
",",2619,2619,1
they,2620,2620,0
cut,2621,2621,0
off,2622,2622,0
his,2623,2623,1
head,2624,2624,0
",",2625,2625,1
and,2626,2626,1
tow,2627,2627,0
it,2628,2628,1
with,2629,2629,1
a,2630,2630,1
boat,2631,2631,1
as,2632,2632,1
near,2633,2633,0
the,2634,2634,1
shore,2635,2635,1
as,2636,2636,1
it,2637,2637,1
will,2638,2638,1
come,2639,2639,0
;,2640,2640,1
but,2641,2641,1
it,2642,2642,1
will,2643,2643,1
be,2644,2644,1
aground,2645,2645,0
in,2646,2646,1
twelve,2647,2647,0
or,2648,2648,1
thirteen,2649,2649,0
feet,2650,2650,0
water.,2651,2651,0
”,2652,2652,1
—_Thomas,2653,2653,0
Edge,2654,2654,0
’,2655,2655,1
s,2656,2656,1
Ten,2657,2657,0
Voyages,2658,2658,0
to,2659,2659,1
Spitzbergen,2660,2660,0
",",2661,2661,1
in,2662,2662,1
Purchas_,2663,2663,0
.,2664,2664,1
“,2665,2665,1
In,2666,2666,1
their,2667,2667,1
way,2668,2668,0
they,2669,2669,1
saw,2670,2670,0
many,2671,2671,1
whales,2672,2672,1
sporting,2673,2673,0
in,2674,2674,1
the,2675,2675,1
ocean,2676,2676,1
",",2677,2677,1
and,2678,2678,1
in,2679,2679,1
wantonness,2680,2680,0
fuzzing,2681,2681,0
up,2682,2682,1
the,2683,2683,1
water,2684,2684,1
through,2685,2685,1
their,2686,2686,1
pipes,2687,2687,0
and,2688,2688,1
vents,2689,2689,0
",",2690,2690,1
which,2691,2691,1
nature,2692,2692,0
has,2693,2693,1
placed,2694,2694,0
on,2695,2695,1
their,2696,2696,1
shoulders.,2697,2697,0
”,2698,2698,1
—_Sir,2699,2699,1
T.,2700,2700,1
Herbert,2701,2701,0
’,2702,2702,1
